Price,Close,Volume
Ticker,NTPIF,NTPIF
Date,,
2023-05-26,2.9100000858306885,1300
2023-05-30,3.200000047683716,3200
2023-05-31,3.200000047683716,8500
2023-06-01,3.200000047683716,200
2023-06-02,3.990000009536743,44200
2023-06-05,5.289999961853027,69500
2023-06-06,5.199999809265137,148700
2023-06-07,5.199999809265137,4500
2023-06-08,5.300000190734863,3800
2023-06-09,5.5,15000
2023-06-12,5.5,13800
2023-06-13,5.5,5200
2023-06-14,5.550000190734863,900
2023-06-15,5.5,10600
2023-06-16,5.800000190734863,6300
2023-06-20,5.5,100
2023-06-21,5.449999809265137,800
2023-06-22,5.400000095367432,2600
2023-06-23,5.400000095367432,0
2023-06-26,5.400000095367432,100
2023-06-27,5.400000095367432,5700
2023-06-28,5.5,24200
2023-06-29,5.5,0
2023-06-30,5.5,5800
2023-07-03,5.5,21100
2023-07-05,5.5,500
2023-07-06,5.75,200
2023-07-07,5.75,1400
2023-07-10,5.699999809265137,128700
2023-07-11,5.699999809265137,4500
2023-07-12,5.699999809265137,600
2023-07-13,5.25,13900
2023-07-14,5.25,15800
2023-07-17,5.449999809265137,11600
2023-07-18,5.449999809265137,14800
2023-07-19,5.25,8600
2023-07-20,5.25,15100
2023-07-21,5.150000095367432,21600
2023-07-24,5.150000095367432,5100
2023-07-25,5.150000095367432,9900
2023-07-26,5.150000095367432,7200
2023-07-27,5.150000095367432,11200
2023-07-28,5.25,1000
2023-07-31,5.25,1700
2023-08-01,5.25,2300
2023-08-02,5.5,200
2023-08-03,5.699999809265137,10000
2023-08-04,5.5,18300
2023-08-07,5.449999809265137,1000
2023-08-08,5.5,34900
2023-08-09,5.519999980926514,3400
2023-08-10,5.550000190734863,100
2023-08-11,5.550000190734863,0
2023-08-14,5.260000228881836,2100
2023-08-15,5.260000228881836,6600
2023-08-16,5.449999809265137,100
2023-08-17,5.260000228881836,700
2023-08-18,5.260000228881836,11300
2023-08-21,5.260000228881836,0
2023-08-22,5.210000038146973,21300
2023-08-23,5.150000095367432,10600
2023-08-24,5.050000190734863,1500
2023-08-25,5.050000190734863,200
2023-08-28,5.050000190734863,0
2023-08-29,5.0,800
2023-08-30,5.0,3500
2023-08-31,4.590000152587891,8900
2023-09-01,5.0,4000
2023-09-05,5.0,0
2023-09-06,5.0,0
2023-09-07,5.0,100
2023-09-08,4.5,1000
2023-09-11,4.400000095367432,3000
2023-09-12,4.400000095367432,0
2023-09-13,4.5,32900
2023-09-14,4.5,100
2023-09-15,5.0,100
2023-09-18,4.5,500
2023-09-19,4.5,800
2023-09-20,4.5,0
2023-09-21,4.050000190734863,400
2023-09-22,4.949999809265137,100
2023-09-25,4.050000190734863,300
2023-09-26,4.050000190734863,200
2023-09-27,4.099999904632568,3100
2023-09-28,4.75,2100
2023-09-29,4.75,900
2023-10-02,4.829999923706055,500
2023-10-03,4.829999923706055,0
2023-10-04,4.800000190734863,400
2023-10-05,4.75,1900
2023-10-06,4.699999809265137,7900
2023-10-09,5.0,40600
2023-10-10,4.809999942779541,400
2023-10-11,4.650000095367432,1100
2023-10-12,4.650000095367432,1200
2023-10-13,4.809999942779541,3200
2023-10-16,5.0,900
2023-10-17,5.0,0
2023-10-18,5.0,0
2023-10-19,4.519999980926514,3000
2023-10-20,5.0,100
2023-10-23,4.519999980926514,200
2023-10-24,4.239999771118164,2700
2023-10-25,4.75,400
2023-10-26,4.75,0
2023-10-27,4.110000133514404,400
2023-10-30,4.099999904632568,1700
2023-10-31,3.9000000953674316,700
2023-11-01,4.099999904632568,900
2023-11-02,4.099999904632568,3300
2023-11-03,3.740000009536743,1700
2023-11-06,3.5,3100
2023-11-07,3.740000009536743,1100
2023-11-08,3.740000009536743,900
2023-11-09,3.4000000953674316,5600
2023-11-10,3.740000009536743,2500
2023-11-13,3.740000009536743,1100
2023-11-14,3.75,900
2023-11-15,3.5,29200
2023-11-16,3.049999952316284,7900
2023-11-17,3.75,900
2023-11-20,3.5,2600
2023-11-21,3.0999999046325684,2100
2023-11-22,3.740000009536743,1000
2023-11-24,3.740000009536743,15600
2023-11-27,3.740000009536743,16200
2023-11-28,4.119999885559082,6200
2023-11-29,4.489999771118164,10000
2023-11-30,4.75,1100
2023-12-01,4.5,2700
2023-12-04,3.740000009536743,1800
2023-12-05,3.740000009536743,1200
2023-12-06,4.25,8500
2023-12-07,4.800000190734863,1300
2023-12-08,4.099999904632568,8100
2023-12-11,4.300000190734863,2500
2023-12-12,4.800000190734863,5800
2023-12-13,4.550000190734863,1600
2023-12-14,4.5,1600
2023-12-15,4.25,7100
2023-12-18,4.239999771118164,1800
2023-12-19,4.099999904632568,12500
2023-12-20,4.21999979019165,24100
2023-12-21,4.75,2300
2023-12-22,4.630000114440918,3400
2023-12-26,4.5,9100
2023-12-27,4.5,26500
2023-12-28,4.75,59600
2023-12-29,4.75,20100
2024-01-02,4.75,100
2024-01-03,5.0,11900
2024-01-04,5.0,2000
2024-01-05,5.0,2600
2024-01-08,5.0,0
2024-01-09,4.5,1000
2024-01-10,4.5,1500
2024-01-11,4.5,0
2024-01-12,4.25,1600
2024-01-16,4.050000190734863,6200
2024-01-17,4.019999980926514,7400
2024-01-18,4.25,607700
2024-01-19,4.5,9500
2024-01-22,4.429999828338623,38800
2024-01-23,4.449999809265137,500
2024-01-24,4.5,46700
2024-01-25,4.75,13300
2024-01-26,4.849999904632568,100
2024-01-29,4.800000190734863,24300
2024-01-30,5.0,8900
2024-01-31,4.949999809265137,13300
2024-02-01,4.949999809265137,0
2024-02-02,4.900000095367432,2500
2024-02-05,4.900000095367432,0
2024-02-06,4.75,10100
2024-02-07,4.5,4400
2024-02-08,4.5,2800
2024-02-09,4.550000190734863,3500
2024-02-12,4.849999904632568,2400
2024-02-13,4.010000228881836,300
2024-02-14,4.5,100
2024-02-15,4.75,2200
2024-02-16,4.75,0
